DOY,ISAMDYN,ISAMBC,Measured
227,39.1,30.13,13.79
228,20.74,13.68,7.12
229,18.55,13.07,7.75
230,8.32,6.54,18.04
231,42.31,39.04,17.84
232,10.75,11.26,50.47
233,1.82,1.77,22.64
234,40.56,41.07,18.13
235,21.73,22.06,21.04
236,-1.48,-1.15,24.84
237,13.48,13.03,9.54
238,56.53,57.02,37.01
239,24.25,22.56,18.55
240,51.99,52.06,18.09
241,52.85,52.39,14.08
242,35.63,34.94,10.73
243,39.86,38.98,17.76
244,3.71,2.95,
245,14.39,13.59,
246,-6.65,-6.87,
247,21.08,20.52,
248,14.84,14.36,
249,15.35,15.11,
250,4.99,4.68,
251,8.31,7.86,
252,2.99,2.39,
253,16.8,16.29,
254,9.9,9.54,
255,12.14,11.81,
256,10.88,10.23,
257,14.19,12.63,
258,7.65,6.91,
259,13.76,11.11,
260,8.73,6.29,
261,9.59,7.93,
262,5.91,4.92,
263,-6.66,-7.06,
264,-0.54,-3.48,
265,5.9,2.98,
266,3.66,0.94,
267,6.46,1.38,
268,3.85,-2.01,
269,5.57,-0.26,
270,19.13,11.7,
271,16.92,11.4,
272,17.5,11.34,
273,30.88,20.06,
274,1.07,-0.88,
275,-4.81,-8.18,
276,0.82,-3.46,
277,0.99,-3.54,
278,4.21,0.24,
279,-5.05,-10.58,
280,8.19,1.85,
281,-1.35,-6.52,
282,7.84,1.67,
283,17.7,11.16,
284,16.29,11.45,
285,28.08,21.62,
286,21,15.99,
287,28.62,22.45,
288,28.49,22.76,
289,22.61,16.69,
290,26,21.14,
291,3.58,-0.63,
292,4.7,-2.44,
293,6.76,2.38,
294,2.1,0.35,
295,5.25,2.67,
296,10.96,8.7,
297,11.05,6.97,
298,4.08,2.69,
299,7.56,6.4,
300,9.92,7.81,
301,2.13,1.06,
302,3.74,2.56,
303,-0.9,-0.99,
304,17.54,18.26,
305,7.65,5.21,
306,10.65,10.38,
307,9.15,8.16,
308,14.89,13.67,
309,-9.05,-11.5,
310,-13.59,-15.81,
311,-9.55,-9.98,
312,-8.26,-7.88,
313,-22.32,-23.28,
314,-9.86,-11.69,
315,-3.69,-4.68,
316,-24.75,-26.74,
317,-25.74,-27.92,
318,-24.59,-25.08,
319,-13.31,-8.63,
320,-42.23,-43.58,
321,-33.42,-35.96,
322,-26.72,-28.36,
323,-20.03,-21.48,
324,-5.69,-6.35,
325,-5.39,-6.05,
326,-7.66,-8.45,
327,-2.7,-3.22,
328,-6.8,-7.66,
329,-11.26,-12.25,
330,-7.06,-7.62,
331,-11.85,-12.68,
332,-17.59,-18.57,
333,-24.13,-24.87,
334,-30.17,-29.78,
335,-49.82,-50.07,
336,-46.18,-46.33,
337,-31.98,-31.94,
338,-15.88,-15.41,
339,-31.88,-31.25,
340,-35.52,-35.35,
341,-12.76,-25.21,
342,-10.62,-19.54,
343,-10.24,-16.44,
344,-0.55,-3.3,
345,1.18,-8.14,
346,1.39,-3.89,
347,-30.56,-33.63,
348,-15.73,-18,
349,-5.01,-8.97,
350,-3.03,-7.07,
351,-0.23,-2.71,
352,-0.68,-2.92,
353,-2.51,-5.63,
354,-12.94,-13.51,
355,-27.2,-27.91,
356,-22.75,-23.44,
357,-11.85,-13.27,
358,-22.74,-25.62,
359,-15.46,-19.13,
360,-15.04,-16.59,
361,-13.44,-14.39,
362,-12.84,-15.72,
363,-15.86,-17.59,
364,-21.88,-23.25,
365,-17.61,-19.19,
